SNAP_DATE_DAY,z_score_CAT_PYRAMID_NAME_VIP,z_score_CAT_PYRAMID_NAME_Обычный,z_score_DESCRIPTION_Некачественный сервис,z_score_DESCRIPTION_Ошибка в счёте,z_score_DESCRIPTION_Проблема с сетью,z_score_FLAG_LOCAL_GENERAL_0.0,z_score_FLAG_LOCAL_GENERAL_1.0,z_score_FULL_NAME_Поломка оборудования,z_score_FULL_NAME_Технические работы,z_score_SUBCAT_PYRAMID_NAME_Низкий ARPU,z_score_SUBCAT_PYRAMID_NAME_Высокий ARPU
2023-01-15,-2.438077623271665,-3.59066091025502,-2.2068357101263545,-0.9999995000002502,-4.409956406607514,-3.6648296973006547,-7.44650587738821,-3.133817952358858,-4.70302405262663,-6.330900735407332,-2.07558927831288
2023-01-16,-2.621092213117544,-1.9999990000004981,-2.2068357101263545,-3.0237137840751394,-2.3857141216073434,-7.058821636891969,-5.5626247158124835,-2.2220198906585824,-6.153866219733457,-3.023713784075144,-4.678491705467869
2023-01-17,0.3396829948588025,-1.1936377524625195,0.12900982750885828,-0.44721339550004713,-0.8675324078572159,-1.0912987655184327,-0.16253850821811108,-0.311085411644964,-0.6835064453041519,-1.7320498075694557,0.036313642729361134
2023-01-18,-3.255364110939232,-5.069195806930657,-4.6843184301537475,-4.61540150570698,-2.577372578953548,-6.040101807221636,-4.543824140788205,-4.787300163145929,-5.66497860618717,-5.140314112926933,-5.090223019938009
2023-01-19,-4.214778856643582,0.0,-1.5562534998947115,-1.259881021142113,-3.741347292029344,-0.5821815207412647,-4.126762701175319,-3.1117451060448538,-2.3094937914592606,-1.772809520856402,-2.9596748287204195
2023-01-20,-0.9392317336087017,-3.595054963217435,-1.5562534998947115,-2.3612040837779795,-4.029112547400913,-3.904882791289145,-1.6798416084362169,-2.118817807482409,-4.49415008067748,-3.4650367907647857,-2.3068729480146093
2023-01-21,-1.2634653157407814,-1.74305485100934,-0.05474486916612311,-1.2255933613341536,,-1.4931713872093937,-1.945755539849517,-1.6795058695022493,-2.6250099696309954,-4.988463056039126,-0.6213696308660942
2023-01-22,-1.6808356441133119,-1.4328418454207983,-2.6457503110649694,-2.1286621538961614,-2.4511699496173325,-2.886798015271494,-0.9030606652262563,-0.8827345567775607,-3.3163264594708455,-1.2087337642202742,-1.9972504347302142
2023-01-23,-3.2196075890675226,-1.9356914887068628,-1.713274011807562,-3.120457542469008,-4.357635465986369,-3.301312599193654,-2.138089363870976,-3.352791553756406,-2.556798630076013,-4.9628636653209695,-1.610234790365147
2023-01-24,-0.3925468023790583,-1.388174451104021,-2.2068357101263554,1.2990375431769015,-3.175534979444877,0.0,-2.2049042145279825,-2.381651234583657,-0.2155726187107063,0.4490885366685532,-2.7684158816189908
2023-01-25,-3.194083682211916,-2.075589278312878,0.9124206799710342,-4.330125143923005,-2.122581571163616,-3.5556780613302443,-2.9398709110392356,-3.2863335450319826,-2.6912543814358085,-3.79325016875944,-1.5006482828859171
2023-01-26,-4.025585738413758,0.144588734642869,-2.7305865036689476,-0.11757922186336614,-1.7008390035422638,-1.4463775164733197,-5.556944692872389,-1.2765960734682062,-3.493088477389364,-2.520503092427334,-1.4362642374354637
2023-01-27,-2.7757246640413995,-4.916016977857549,-0.9607684612922835,-3.1997558237634394,,-4.503330539679621,-2.267784838057124,-4.472577625054503,-2.99481789153558,-3.276091704605494,-4.8794970314116
2023-01-28,-1.7964384892558862,-1.0128350786410942,-3.875286195231003,0.7262728084334051,-2.9398709110392267,0.0,-6.509843090220956,0.170940796507666,-3.493088477389364,-1.0867493437163087,-3.098384276967784
2023-01-29,-0.7493072406900461,-3.3761169288036466,-0.19940993542973554,-2.7689150821523576,-1.0256443699555728,-3.036115153992434,-0.19940993542973554,-1.8233684960817695,-2.6605136298875314,-1.0690445676498472,-4.6475764154516765
2023-01-30,-3.2682272917967357,-2.8535676936348104,-2.525859182109985,-1.9646779727354007,-1.6063479477899152,-1.8682376254447046,-4.186384991716526,-2.8068033541784554,-8.901832815535055,-4.554430491660601,-1.5889217112909715
2023-01-31,-4.101038671824913,-3.0736288886812497,-0.9960778820193661,-2.3515844372673236,-4.252097508855659,-3.6747111009857067,-3.1809521621431234,-2.5542409900314014,-5.826046274733569,-3.867948045504876,-6.928197230280688
2023-02-01,-3.086659108919139,-1.110289865616558,-0.9960778820193661,-1.5367514222467742,-2.929222728322787,-0.8420410062535367,-3.904882107079218,-4.108996375267906,0.6245380494093142,-2.1908890300213226,-4.750357197644188
2023-02-02,-2.592329160586562,-5.7486031656188255,-3.141476397138001,-3.4646728081408096,-2.267785338056351,-4.101038671824911,-4.4064756995012235,-2.0115422786954307,-4.852308428790229,-4.453488557930761,-6.681524797816437
2023-02-03,-3.677826025917657,-0.9515020836250684,-0.9960778820193661,-2.1225815711636145,-1.6063479477899152,-3.0237141840746635,-1.5666980854198895,-2.7386112875266515,-1.5952794834378836,-1.6431667725159922,-5.562624715812462
2023-02-04,-2.7583695194382427,-4.239594834643884,-4.554429391661935,-3.6596215235608347,-2.672610752458611,-2.1185622817212986,-5.721339817309293,-4.286972222250584,-2.5923291605865604,-2.758369519438243,-7.446505877388186
2023-02-05,-6.236409679654982,-2.8010391437391173,-2.4537516796312886,-5.30993849317043,-2.3162626521307947,-4.367418405777216,-5.31646197253445,-4.539203610402465,-3.479664378348063,,-4.684315550157863
2023-02-06,-4.999995000005011,-0.6213694957310469,-2.5867418164792455,-2.4827656953356425,0.5855394437697298,-0.6129710043196096,-3.8298610793520753,-2.828425124747603,-0.915701152196859,-2.2220198906585846,-7.794221884065774
2023-02-07,-6.153866219733467,-1.5118573206085524,-6.547789650806879,0.0,-2.267784838057114,-3.546494871555293,-2.078526273349634,-6.677366467612645,-1.385869123256325,-2.4209091050346183,-3.997691898195182
2023-02-08,-3.760696023170452,-3.268227291796732,-5.196147922710535,-4.3465885646080205,-1.414212562373798,-3.513237862616359,-5.57045041257702,-6.007507776078264,-4.025585738413755,-4.472133955000474,-5.052244052229432
2023-02-09,-4.543438279179655,-3.053297130445534,-3.9799759937538215,-1.1801929387046421,-3.105292767042217,-3.885106826082867,-4.430539313801422,-5.398406465061283,-4.543438987512207,-3.691886385177793,-3.4188145665185785
2023-02-10,-0.8314105093398549,-1.9883823863393493,-0.23643299143701982,-1.7728095208564012,-1.7008390035422645,-3.61075817535589,-0.7509388667460037,-7.559279460197755,-0.05763901851461908,-3.6556288659797422,0.05763901851461904
2023-02-11,-5.824950285210553,-4.499997750001119,-2.521951908661543,-4.0820141485008,-4.140390356056293,-5.669463345140888,-4.9561965205236245,-5.810180621315154,-3.31744536502873,-3.4832653427391738,-4.490729361769906
2023-02-12,-0.07319246797115947,-6.05123043042665,-3.5093103075809,-1.6116450189603655,-1.4638486094243377,-2.939870911039239,-3.904882107079219,-0.24942315280195615,-3.98819870859471,-2.5867428809940565,-2.0412406189863206
2023-02-13,-4.537933014211877,-3.2614764802486387,-1.588921711290976,-1.425392401311262,-5.511348546264215,-6.999993000006996,-3.464100115138404,-4.89897648556819,-2.8887320263723226,-2.711957843387476,-3.1833563071465467
2023-02-14,-2.4885439110194163,-3.1746389903108843,,-4.187090178851837,-0.6123720606960239,-6.1538662197334535,-2.598075086353803,-3.1755349794448753,-3.4022843866162895,-3.2962199280322992,-3.485683661587196
2023-02-15,-1.0128350786410962,-0.2939480546584153,-2.196292730489223,0.36147183660717325,-2.4511699496173303,-1.309306484273658,-0.4330125143923005,0.5821815207412646,-1.8890729108938242,1.281739388923507,-1.936490923103998
2023-02-16,-0.8129753759243994,-3.1338179523588563,-0.8827342840505422,-2.6222478588348905,-1.2087337642202731,-3.6880696271657856,-1.0088886887019632,-2.267786088055611,-0.8468257876420593,-1.3042222614098389,-1.627945945423504
2023-02-17,-2.4511707284627433,-2.190889030021318,-3.0983842769677974,-2.6748915908930817,-2.900961034128655,-4.27480797694216,-2.123976186740975,-2.2805933983920976,-2.8917746928573846,-3.301312599193655,-0.4490885366685529
2023-02-18,-3.4930891244475877,-0.998700017928328,-3.0983842769677974,-1.566698085419888,-2.577372578953547,-5.418701625852418,-1.3182536998389967,-0.49975349940229563,-4.794086038901182,-0.14458877122820732,-4.378613232518389
2023-02-19,-2.380725317231433,-3.370612560508107,-3.0983842769677974,-3.7413472920293342,-3.268226599489775,-1.5666980854198893,-3.4964923066224767,-2.955538751688902,-1.8516393424026416,-2.4052082383682207,-2.0208984150084874
2023-02-20,-4.330125143923,-3.2403688492046205,-4.537930689215454,-4.171970674356069,-4.913531649128567,-5.440117663336531,-2.3777809640116176,-3.741348380738069,-1.4330897944711773,-2.909725690969872,-2.806803354178455
2023-02-21,-5.008025954874434,-5.167047454753315,-7.081153132236449,-3.1013312773894057,-4.898973485573725,-5.356142820879117,-3.7874486567992682,-3.8231571361337564,-2.289972847834152,-3.9048827912891464,-1.732050057569201
2023-02-22,-5.354494339853975,-3.061860303480115,-5.669462095142827,-1.9639597264104844,-6.314095292985863,-6.414265805900677,-3.19975582376344,-2.976494205826706,-4.274440567515292,-2.3549604311582284,-5.052246037521218
2023-02-23,-2.9398722860373097,-0.355617203321197,-0.4490883601981731,-1.209485673629864,-2.3807244547323716,-0.8017833507374483,-1.9400571607455426,-2.2383603473490337,-0.12483750224104104,-0.39254680237905837,-1.1920786476745167
2023-02-24,-3.4543187870316188,-5.0905627153027035,-5.174692115858817,-3.9048821070792123,-3.0866584550736755,-5.572779951841332,-2.838216205194883,-3.5523075520515257,-1.8725625336156164,-3.099468620711774,-4.286973016367494
2023-02-25,-2.9373698559865145,-1.926245436766245,-1.30930648427366,-2.3279104869126073,-2.118562281721296,-1.4245066375638824,-8.170561306426642,-1.2421175568164002,-3.241072251651503,-4.266341098351255,0.10383478859439758
2023-02-26,-2.6327380940334355,-3.1833563071465454,-0.1994099354297357,-3.3792249003570105,,-4.08959783819377,-1.1801929387046413,-0.9449107658565846,-4.186384991716525,-1.9285033552977608,-2.0766957718879526
2023-02-27,-5.628612476899073,-3.2659849903781115,-3.875286195231003,-4.406475699501213,-2.190889030021318,-3.0237147840741483,-4.898976485568194,-4.024920559500424,-2.711957843387474,-3.592708293348425,-2.743009604636217
2023-02-28,-3.592706881585398,-2.197682765272459,-1.1554928105489293,-3.824488342963317,-0.9710077124555928,-0.6378885538659694,-4.898976485568194,-3.02371445074107,-1.3858691232563247,-2.175215604472276,-1.7703555609139265
2023-03-01,-5.478850334209521,-1.5066432463263735,-2.081793498031048,-2.078526273349629,-4.14038735606273,-2.0784602490829025,-2.3622763938087044,-2.4967500448208204,-0.9771066780485299,-2.1286621538961636,-2.128662153896161
2023-03-02,-4.8106978544278665,-5.711255018393325,-4.115545478558853,-3.823155715082699,-1.242116206818819,-3.294719148217904,-5.715962963000779,-2.1392022006284614,-4.713616738325217,-4.261429880582163,-3.906991582706596
2023-03-03,-6.587318742409534,-0.7185753957023527,-1.0527930922742696,-4.4064756995012235,1.242117406816525,-1.3184692154196644,-2.381651234583658,-4.6843171501551355,0.5065860400169304,-5.135521294750506,-0.6818287808931448
2023-03-04,-1.610234295365502,-2.7969356202690583,-2.2275837266772975,-0.28347316725704463,-2.1417977359415903,-2.1417977359415934,-2.6198163580420246,-2.049001576884937,-1.9026932820236127,-4.330123268925454,-2.0542094409758724
2023-03-05,-5.196665225952301,-2.7969356202690583,-4.090972685358872,-3.82986107935208,-0.5821815207412646,-2.564111947614989,-4.913534899122104,-6.062172576495599,-2.0830330388310676,-3.8231557150827173,-3.807543818351754
2023-03-06,-5.16024434159792,-2.4945642018615932,-3.3380903415857963,-1.592575520821589,-2.478477796128614,-6.124251072049383,-3.4426637077971116,-5.055904459482143,-3.8047575915125,-6.034237521331837,-4.244475076195398
2023-03-07,-4.048807098792215,-4.387018579454173,-0.13363055845624144,-4.993123971442708,,-3.6573456978486636,-5.914319703138627,-4.378611511932177,-2.8632504487151293,-8.73038620107585,-2.9629738061328754
2023-03-08,-4.08959783819377,-0.6506493058929104,-3.1755349794448815,-3.407579240634157,-1.5735909182725027,-2.2082087232293817,-4.041449550995394,-7.831669974494479,-0.7437845041135731,-4.593188304037044,-1.367526372061327
2023-03-09,-1.8233684960817702,-5.097540953443594,-2.301172135514368,-0.13363055845624142,-4.18638499171653,-3.000891186817526,-3.4640996151389096,-6.034237521331811,-2.0332537998418156,-2.672611169124831,-3.018006864519571
2023-03-10,-1.8233684960817702,-5.0080259548744355,-1.6926534765571268,-3.2335892806605933,-1.7728095208564032,-4.342993149827845,-1.772809520856401,-5.487309361643029,-0.18113330772444064,-1.2694903053342947,-4.543438987512206
2023-03-11,-4.988463056039134,-2.362276393808696,-1.0690443009834487,-2.3863310091550134,-3.379224900357018,-2.6198163580420246,-4.81069935442551,-2.4494882427840934,-2.8892594305805765,-3.4075792406341603,-3.2682265994897737
2023-03-12,-1.6063479477899238,-4.252097508855653,-3.563481003278162,-0.4211172369097082,-1.9215369225845655,-4.810697854427859,-2.316262652130801,-3.5634810032781505,-1.149931824891444,-1.6431667725159946,-4.354149564399746
2023-03-13,-5.1746921158588295,-3.1052927670422106,-3.875284382733557,-2.9292227283228014,-1.5006482828859182,-3.8516409710628725,-5.811984763081597,-3.9198291036059656,-1.9867977461241952,-3.41582204374646,-5.097540953443605
2023-03-14,0.11757922186336627,-3.098384276967781,-3.9999960000040153,-0.4211172369097082,0.48837394783832466,-0.561768760084685,-1.692653476557124,0.5015501956657196,-2.499998750000623,-4.140390356056315,0.544704606325054
2023-03-15,-4.342993149827848,-5.422172484693617,-4.604523161375829,-3.9723042782274356,-3.5229088592586577,-5.188973195782201,-2.2082087232293817,-2.8535681936343744,-4.90376803455687,-4.82074611252952,-3.15936085484548
2023-03-16,-2.6726111691248287,-5.422172484693617,-4.357632696760898,-2.0785262733496337,-1.895027566093684,-0.23936500815729653,-6.072573988880801,-2.8867980152714927,-3.7606960231704334,0.07018620615161825,-3.731254637611572
2023-03-17,-3.608025078318519,-6.196768553935562,-6.608258553686122,-3.7221469605300186,-2.289972847834152,-4.595808156620093,-1.7251630650229546,-3.331618682649652,-6.609708161935916,-5.384068256602865,-1.8748195007766428
2023-03-18,-4.381778060042643,-2.3363729369949815,-5.196143422722277,-4.537930689215414,-1.9761966352212976,-1.914920065258372,-2.99999850000075,-2.5542409900314,-2.962972624316099,-1.8950275660936875,-1.9459843133456018
2023-03-19,-0.6523920903877068,-2.939871827704474,-2.403003110431317,-4.236805068169124,0.4490885366685532,-0.482227227341959,-1.8233684960817695,-1.2043871216547044,-0.9526606703038869,-0.23087847364296366,-1.813307314662383
2023-03-20,-6.164031524234083,-4.8989764855681885,-5.562624715812496,-7.831669974494442,-4.082481237972646,-3.997285412415021,-4.91934735050052,-4.301001017043231,-5.227244718269015,-3.851793717267317,-3.47105965622636
2023-03-21,-1.1853906777373235,-3.4650367907647808,-3.338088841587823,-3.6596215235608134,-0.818922663742374,-0.714351933122508,-3.149702552855283,-4.286604424872163,-0.9281430644017618,-2.6666657777780753,-0.38504863115982524
2023-03-22,-4.605792963217154,-5.157264060673162,-6.034237521331834,-6.551378421053893,-3.863568274010212,-3.684900534752016,-4.703025735551652,-4.919347350500517,-4.255320990507398,-2.853568193634377,-5.338746415630917
2023-03-23,0.16528544535857173,-4.274807976942158,-0.14458873464286925,-4.23285024514784,-0.5292559279466045,-1.1222847005576102,-1.4638495094230453,0.8272201283681208,-3.0571469537292195,-1.4781114674853202,-0.9271047526345478
2023-03-24,-3.5165106239837303,-6.7478171189860285,-5.307225609364438,-3.4097960308135375,-2.2356822837920984,-4.515574928816352,-3.361835664650763,-4.406786524668483,-3.0571469537292195,-3.906991582706601,-3.9056317396142033
2023-03-25,-1.1285382131127195,-4.038707602600589,-0.816496247594529,-4.82074611252949,-1.4229821586240856,-1.1458922423640188,-3.255364110939233,-1.781466892951089,-2.400016327348838,-3.3941818882996246,-1.4237365882234583
2023-03-26,-1.8283476006603288,-0.39084267121941163,-1.6002774149453887,-4.539200725792585,0.47415627109492964,-1.1458922423640188,-1.2990375431769015,-1.1222847005576102,-1.3416401865001406,0.12483750224104119,-1.8594612602839333
2023-03-27,-3.1410074165190265,-4.77156570210337,-2.817334142447258,-6.236405554663156,-3.575847180798439,-4.5363798616417235,-3.0576190099226115,-3.2599425015799404,-4.657452165930117,-5.2431184972157885,-2.164006537836142
2023-03-28,-2.440117531968346,-0.05613606708356921,-0.8420410062535373,-5.656850249495224,1.191099586972156,-0.04279603643058241,-3.9395289199270915,-1.7814668929510893,-0.5614896492129436,-2.5867428809940582,-0.12104545525173085
2023-03-29,-0.32846921499673754,-4.077450564923167,-0.921051546569296,-1.2686692281670222,-2.6726114191246175,-2.235811764269415,-1.9639597264104882,-1.5118573206085526,-2.3612040837779786,-2.5867428809940582,-1.451815396761349
2023-03-30,-4.23680697201274,-1.721336319368986,-3.35279057015072,-2.824749708961741,-1.2421175568164007,-3.513239234043591,-1.9639597264104882,-4.5825726949578005,-3.2682272917967334,-0.9439586267507359,-4.4648959095590985
2023-03-31,-3.5132384626156403,0.16086017597032645,-2.6210911676642548,1.0948973833224593,-1.9364909231040002,-0.120645131977745,-3.068229514019154,-2.1962927304892172,-0.5773501025230069,-2.5078575234138705,0.235006894657359
2023-04-01,-0.9315881676122998,-4.367419577009149,-4.5665471041265775,-3.1532284368739187,-2.5035677561893506,-4.0617194432507455,-3.8196395312856004,-2.064097736639168,-4.835952116655799,-2.555202354018521,-3.9804196132730376
2023-04-02,-4.19214675425535,-0.9923549568115876,-2.3237882077258494,-2.2677859809128313,-2.939872286037316,-2.69440794750297,-3.722146960530023,-5.810180621315152,-1.8090675220121997,-5.0279313154927445,-0.16763957768782026
2023-04-03,-1.966686131625966,-0.9145518264026387,-4.505630832058718,-0.7559286603042772,-1.60634794778993,-1.1936377524625192,-3.101331277389412,-2.2677853380563535,-1.9209435889963546,-0.41797625390231197,-2.726079978025364
2023-04-04,-5.709012501750403,-1.5075562683434995,-2.26778483805713,-1.1527803702923778,-6.899589487811783,-3.9279207385339965,-2.4431409115158687,-0.20701959280273327,-4.979028911200653,-3.9143525423262453,-1.4062722800832617
2023-04-05,-4.700094256259658,-2.316263374352346,-5.562624715812494,-1.7768632974131469,-3.454318787031626,-1.9517994792306268,-7.416835487745646,-3.023714784074147,-2.2112642706976704,-2.3515844372673262,-3.2516774293792574
2023-04-06,-5.604354101814051,-2.811946744462084,-4.684315550157887,-4.407298548147291,-1.8022532801904132,-3.6596240235574253,-6.057917705572865,-4.140391856054666,-2.6210925616021603,-3.821324710559405,-3.8108220746456234
2023-04-07,-3.7131089355862703,-0.7262727315103844,-4.8989764855682,0.6523920903877068,-3.4646728081408145,-2.19088903002132,-4.208136905967503,-2.691254706435533,-2.064098118991757,-2.9302436870299515,-2.6987592663560243
2023-04-08,-0.7116832991595979,-2.21477513691,0.7509388667460043,-3.6115742882257194,-0.37796430634263417,-4.38177806004264,0.37796434800926865,-0.6123722481958517,-1.7522803540613043,-2.299441266247536,-0.36927433657441233
2023-04-09,-3.6968885121970065,-4.505633200476023,-1.826827480656065,-2.170257652243857,-2.933681302664468,-0.8017834257373848,-4.593189599490487,-4.2572263323703,-2.492257126011035,-6.7337059033480395,-2.830109244884411
2023-04-10,-2.36120408377798,-5.188973195782199,-4.031619267654763,-0.5066738235284023,-3.0983842769677885,-5.52630927941577,-0.8897818026922402,-3.6888971849356076,-6.62405331292306,-4.787545769231734,-4.091141706073148
2023-04-11,-4.168988493007063,-0.9406337749069293,-2.1417977359415934,-1.4229821586240867,-0.28743015828094165,-2.3015787504263323,-1.815682021083514,-3.0310876007461003,-3.480434791535845,-5.669462095142843,-1.7677663279665905
2023-04-12,-3.368937895277664,-3.0199540716354307,-0.8890430083029938,-1.8682376254447082,-3.6556288659797476,-3.0874836895962994,-2.133426374773129,-5.303384227068833,-0.9960778820193656,-2.5559913329492625,-3.8047575915125025
2023-04-13,-4.075732032915367,-4.9999975000012515,-3.672557059830817,-0.503952408456846,-3.1333961708397835,-4.26634109835125,-2.508652738231308,-3.3626896145229854,-5.690235561284868,-4.286604424872179,-3.545854273207999
2023-04-14,-4.286604424872173,-4.159559381686537,-1.1227213416713826,-4.252097508855686,-4.201603484414171,-2.8301092448844085,-3.0797654707744138,-4.734594595721052,-0.5211235616258831,-6.123720606960255,-1.5487639354241836
2023-04-15,-4.024920559500432,-2.141797735941591,-2.0208984150084897,-1.7008390035422736,-3.552864166287733,-1.7327188402192146,-4.0895978381937725,-1.4533019389864144,-4.280424643333596,-4.406475699501233,-2.1115999995877814
2023-04-16,-0.8468257876420606,-3.105293517041315,0.06752233857607305,-4.558419422024806,-1.4362642374354666,-4.611164130713863,0.12483750224104113,-2.2275433545642285,-0.05111984495164854,-3.0866584550736844,-1.2421175568164005
2023-04-17,-2.5219519086615483,-3.7312536008477273,-2.3145491780033054,0.0,-2.991149031446032,-0.9515020836250692,-4.163175621398018,-1.8490802869405045,-1.6210753280541774,-3.9037151049461314,-2.2156460194464724
2023-04-18,-3.7413472920293533,-4.386334135301177,-2.670758253332652,-4.35763546598638,-2.2068357101263474,-4.684317950154189,-3.1497025528552856,-3.510318202300191,-2.9281198179732186,-5.014263364224872,-1.4133978658777506
2023-04-19,-3.903715104946137,-1.2784289641746434,-2.336885277492533,-0.7543778782839117,-2.3237882077258294,-1.1801929387046417,-2.9529260714028203,-1.7008393785418503,-1.2247443713917936,-1.2990375431769026,-3.823155715082704
2023-04-20,-0.80178335073745,0.3712572257607049,1.0588281908498536,-3.9279194528209844,1.1554928105489273,-0.25405480497637484,0.0,0.6378885538659687,-1.069044567649847,-1.3504467715214616,0.6818289842827934
2023-04-21,-2.5867428809940596,-3.7819671288852827,-3.009301173994321,-3.2732662106841537,-2.3515844372673222,-3.7095392533830136,-2.482766525122042,-3.323469029169706,-2.565706962359633,-2.7087441954555462,-3.366530609896292
2023-04-22,-6.082604820642641,-2.6929959795660365,-3.3993957706232147,-1.3617610831207427,-3.1746389903108847,-2.6123515868894462,-4.554431041660138,-3.323469029169706,-5.442685531334394,-4.200838487378891,-3.086104197854814
2023-04-23,-2.7305865036689503,-1.7008395660417075,-0.9686645135434407,-4.5544293916619365,-0.3458341110877133,-3.044806979599933,-0.8916447922946136,-2.2156460194464707,-1.8022532801904085,-0.8645852777192846,-2.316263374352348
2023-04-24,-3.24036884920463,-1.4278989572164058,-2.020898415008489,-3.1746376838609023,-1.405295529046124,-1.4245066375638817,-3.323469029169711,-1.168652102891323,-4.323458075815274,-2.4784777961286157,-2.004458689343378
2023-04-25,-2.2147751369100055,-2.5641119476149883,-0.61079675848577,-0.9315878301126687,-3.454684842238388,-1.9400571607455401,-2.2933643880959877,-3.259824363777638,-2.2677856380559978,-5.2456003886271905,-0.2886750512615036
2023-04-26,-3.1033609599768606,-4.459664009126069,-3.3316186826496548,-5.1961479227105505,-1.2255933613341548,-5.066879708822612,-1.828347600660329,-4.024920559500419,-3.843073845169132,-3.052337173989532,-3.289255128922463
2023-04-27,0.1756619411307658,-3.5355314059345004,0.6835064453041523,-1.6561561424225222,-2.8867496792824214,-3.8552355846951896,0.46880707709239217,-3.8298610793520593,0.27183003766154473,0.21170237117864177,-2.3866818089138793
2023-04-28,-5.19971764747019,-3.919829103605968,-4.212225300105554,-5.05224405222945,-1.8143287773606551,-4.346589522940286,-3.0112088692375325,-5.196147922710495,-4.838574670375495,-3.5337904896000825,-3.93479973902018
2023-04-29,0.0,-5.840932342487467,-1.6482620739543472,-1.0690443009834465,-0.8314105093398542,-1.3858691232563234,-1.8463716828720615,-1.5083791152363129,-1.589438196899356,-1.5151639203958804,-1.7587920204873548
2023-04-30,-2.1163013535528137,-8.552351741205058,0.7969720310570668,-5.367446734552765,-4.593188304037036,-4.071384833454166,-1.8054145182883308,-4.60452572019506,-2.6882746923508685,-2.9470357377259493,-2.567545314238294
2023-05-01,-1.4446297152902898,-6.68152688114654,-1.964467816086898,-3.808449597222477,-1.2247441213920471,-3.105293517041313,-3.4675781794457863,-5.303384227068832,-0.235006894657359,-2.9470357377259493,-4.176982848720681
2023-05-02,-3.6115742882257247,-1.6116450189603635,-2.556798630076014,-1.0978870195673895,-1.5925755208215915,-2.13920220062846,-3.3993957706232147,0.0,-4.053390588227217,-2.8577368665808525,-6.414263805903809
