SNAP_DATE_DAY,FILIAL_ID,total_count,delta_FILIAL_ID_all,ml_anomaly_CAT_PYRAMID_NAME_significant,z_anomaly_CAT_PYRAMID_NAME_significant,anomaly_CAT_PYRAMID_NAME_significant,ml_anomaly_DESCRIPTION_significant,z_anomaly_DESCRIPTION_significant,anomaly_DESCRIPTION_significant,ml_anomaly_FLAG_LOCAL_GENERAL_significant,z_anomaly_FLAG_LOCAL_GENERAL_significant,anomaly_FLAG_LOCAL_GENERAL_significant,ml_anomaly_FULL_NAME_significant,z_anomaly_FULL_NAME_significant,anomaly_FULL_NAME_significant,ml_anomaly_SUBCAT_PYRAMID_NAME_significant,z_anomaly_SUBCAT_PYRAMID_NAME_significant,anomaly_SUBCAT_PYRAMID_NAME_significant
2023-03-20,10,10,-1.0,False,VIP,False,False,Ошибка в счёте,False,False,1.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-03-21,8,8,-2.0,False,Обычный,False,False,Проблема с сетью,False,False,0.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-03-22,11,11,3.0,False,Обычный,False,False,False,False,False,1.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-03-23,16,16,5.0,False,False,False,False,False,False,False,1.0,False,False,Технические работы,False,False,False,False
2023-03-24,10,10,-6.0,False,VIP,False,False,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-03-25,10,10,0.0,False,VIP,False,False,Ошибка в счёте,False,False,1.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-03-26,10,10,0.0,False,Обычный,False,False,Ошибка в счёте,False,False,1.0,False,False,Технические работы,False,False,Высокий ARPU,False
2023-03-27,11,11,1.0,False,VIP,False,False,Ошибка в счёте,False,False,1.0,False,False,Технические работы,False,False,Низкий ARPU,False
2023-03-28,14,14,3.0,False,Обычный,False,False,Проблема с сетью,False,False,1.0,False,False,Технические работы,False,False,Низкий ARPU,False
2023-03-29,8,8,-6.0,False,VIP,False,False,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-03-30,11,11,3.0,False,VIP,False,False,False,False,False,0.0,False,False,False,False,False,False,False
2023-03-31,18,18,7.0,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False
2023-04-01,12,12,-6.0,False,VIP,False,False,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-04-02,14,14,2.0,False,Обычный,False,False,False,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-04-03,10,10,-4.0,False,VIP,False,False,Ошибка в счёте,False,False,1.0,False,False,Технические работы,False,False,Высокий ARPU,False
2023-04-04,11,11,1.0,False,False,False,False,Некачественный сервис,False,False,1.0,False,False,Технические работы,False,False,False,False
2023-04-05,17,17,6.0,False,False,False,False,False,False,False,False,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-04-06,16,16,-1.0,False,VIP,False,False,Ошибка в счёте,False,False,1.0,False,False,Технические работы,False,False,Низкий ARPU,False
2023-04-07,17,17,1.0,False,Обычный,False,False,Некачественный сервис,False,False,1.0,False,False,Технические работы,False,False,Высокий ARPU,False
2023-04-08,20,20,3.0,False,False,False,False,False,False,False,1.0,False,False,False,False,False,Низкий ARPU,False
2023-04-09,12,12,-8.0,False,VIP,False,Проблема с сетью,Проблема с сетью,Проблема с сетью,0.0,0.0,0.0,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-04-10,13,13,1.0,False,VIP,False,False,False,False,False,1.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-04-11,14,14,1.0,False,Обычный,False,False,Некачественный сервис,False,False,1.0,False,False,Технические работы,False,False,Высокий ARPU,False
2023-04-12,14,14,0.0,False,VIP,False,False,False,False,False,0.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-04-13,10,10,-4.0,VIP,VIP,VIP,False,Ошибка в счёте,False,False,1.0,False,Технические работы,Технические работы,Технические работы,False,Высокий ARPU,False
2023-04-14,16,16,6.0,False,False,False,Проблема с сетью,False,False,False,False,False,False,Поломка оборудования,False,False,False,False
2023-04-15,13,13,-3.0,False,Обычный,False,Ошибка в счёте,False,False,False,0.0,False,False,Технические работы,False,False,Низкий ARPU,False
2023-04-16,15,15,2.0,False,False,False,False,Некачественный сервис,False,False,0.0,False,False,False,False,False,Низкий ARPU,False
2023-04-17,17,17,2.0,False,False,False,False,Ошибка в счёте,False,False,1.0,False,False,False,False,False,False,False
2023-04-18,13,13,-4.0,False,VIP,False,Проблема с сетью,Ошибка в счёте,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-04-19,11,11,-2.0,False,Обычный,False,False,False,False,False,0.0,False,False,Технические работы,False,False,Высокий ARPU,False
2023-04-20,16,16,5.0,False,Обычный,False,False,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,False,False,False
2023-04-21,10,10,-6.0,VIP,VIP,VIP,False,Ошибка в счёте,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-04-22,11,11,1.0,False,Обычный,False,False,False,False,False,0.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-04-23,7,7,-4.0,False,Обычный,False,False,Ошибка в счёте,False,False,0.0,False,False,Технические работы,False,False,Низкий ARPU,False
2023-04-24,13,13,6.0,VIP,Обычный,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-04-25,11,11,-2.0,False,VIP,False,False,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-04-26,20,20,9.0,False,False,False,False,False,False,1.0,0.0,False,False,False,False,False,False,False
2023-04-27,10,10,-10.0,False,VIP,False,False,Некачественный сервис,False,1.0,0.0,False,Технические работы,Поломка оборудования,False,False,Низкий ARPU,False
2023-04-28,18,18,8.0,False,False,False,Проблема с сетью,False,False,False,False,False,False,False,False,False,False,False
2023-04-29,10,10,-8.0,VIP,VIP,VIP,Проблема с сетью,Проблема с сетью,Проблема с сетью,1.0,1.0,1.0,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-04-30,15,15,5.0,False,False,False,False,Некачественный сервис,False,False,False,False,False,Поломка оборудования,False,False,False,False
2023-05-01,20,20,5.0,False,False,False,Проблема с сетью,Некачественный сервис,False,False,False,False,False,Технические работы,False,False,False,False
2023-05-02,15,15,-5.0,False,Обычный,False,Проблема с сетью,Ошибка в счёте,False,False,False,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-05-03,11,11,-4.0,False,Обычный,False,Некачественный сервис,Некачественный сервис,Некачественный сервис,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-05-04,3,3,-8.0,False,VIP,False,Некачественный сервис,Ошибка в счёте,False,False,0.0,False,False,Поломка оборудования,False,Низкий ARPU,Низкий ARPU,Низкий ARPU
2023-05-05,11,11,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-05-06,8,8,-3.0,False,VIP,False,False,Ошибка в счёте,False,False,1.0,False,False,False,False,False,False,False
2023-05-07,14,14,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-05-08,22,22,8.0,VIP,False,False,False,Ошибка в счёте,False,False,False,False,False,False,False,False,False,False
2023-05-09,8,8,-14.0,VIP,VIP,VIP,Некачественный сервис,Некачественный сервис,Некачественный сервис,0.0,0.0,0.0,False,Поломка оборудования,False,Низкий ARPU,Низкий ARPU,Низкий ARPU
2023-05-10,9,9,1.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-05-11,20,20,11.0,VIP,False,False,False,False,False,False,False,False,Поломка оборудования,False,False,False,False,False
2023-05-12,13,13,-7.0,False,False,False,False,Ошибка в счёте,False,False,0.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-05-13,9,9,-4.0,False,False,False,False,Некачественный сервис,False,False,1.0,False,False,Технические работы,False,False,Высокий ARPU,False
2023-05-14,13,13,4.0,False,False,False,False,False,False,False,1.0,False,False,False,False,False,False,False
2023-05-15,15,15,2.0,False,False,False,False,False,False,False,False,False,False,Технические работы,False,False,Низкий ARPU,False
2023-05-16,15,15,0.0,False,Обычный,False,False,False,False,False,1.0,False,False,Поломка оборудования,False,False,Высокий ARPU,False
2023-05-17,14,14,-1.0,False,VIP,False,False,Ошибка в счёте,False,False,1.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-05-18,14,14,0.0,False,VIP,False,False,Некачественный сервис,False,False,0.0,False,False,Технические работы,False,False,Низкий ARPU,False
2023-05-19,14,14,0.0,False,VIP,False,Ошибка в счёте,Ошибка в счёте,Ошибка в счёте,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-05-20,11,11,-3.0,False,VIP,False,False,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-05-21,15,15,4.0,False,VIP,False,False,Проблема с сетью,False,False,False,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-05-22,12,12,-3.0,False,VIP,False,False,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-05-23,10,10,-2.0,False,VIP,False,False,Проблема с сетью,False,False,1.0,False,False,Технические работы,False,False,Низкий ARPU,False
2023-05-24,13,13,3.0,False,VIP,False,False,Некачественный сервис,False,False,0.0,False,False,False,False,False,Низкий ARPU,False
2023-05-25,14,14,1.0,False,VIP,False,False,Проблема с сетью,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-05-26,17,17,3.0,False,Обычный,False,False,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,False,False,False
2023-05-27,6,6,-11.0,False,VIP,False,Ошибка в счёте,Ошибка в счёте,Ошибка в счёте,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-05-28,15,15,9.0,Обычный,False,False,False,False,False,False,False,False,Поломка оборудования,False,False,False,False,False
2023-05-29,14,14,-1.0,False,Обычный,False,False,Проблема с сетью,False,False,0.0,False,Поломка оборудования,Поломка оборудования,Поломка оборудования,False,Низкий ARPU,False
2023-05-30,15,15,1.0,False,Обычный,False,False,False,False,False,0.0,False,False,Технические работы,False,False,Высокий ARPU,False
2023-05-31,14,14,-1.0,False,VIP,False,False,Ошибка в счёте,False,False,1.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-06-01,19,19,5.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-06-02,16,16,-3.0,False,VIP,False,False,Некачественный сервис,False,False,1.0,False,False,False,False,False,Низкий ARPU,False
2023-06-03,19,19,3.0,VIP,Обычный,False,False,Ошибка в счёте,False,1.0,0.0,False,False,False,False,False,Высокий ARPU,False
2023-06-04,10,10,-9.0,VIP,VIP,VIP,False,Ошибка в счёте,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-06-05,10,10,0.0,False,False,False,False,Ошибка в счёте,False,False,False,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-06-06,16,16,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-06-07,19,19,3.0,False,VIP,False,False,Некачественный сервис,False,False,False,False,False,Технические работы,False,False,False,False
2023-06-08,14,14,-5.0,False,Обычный,False,Некачественный сервис,Ошибка в счёте,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-06-09,14,14,0.0,False,False,False,False,False,False,False,0.0,False,False,Технические работы,False,False,Высокий ARPU,False
2023-06-10,16,16,2.0,False,VIP,False,Проблема с сетью,False,False,0.0,1.0,False,False,Технические работы,False,False,Высокий ARPU,False
2023-06-11,14,14,-2.0,False,VIP,False,False,Проблема с сетью,False,False,0.0,False,False,Технические работы,False,False,Высокий ARPU,False
2023-06-12,14,14,0.0,False,VIP,False,False,False,False,False,1.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-06-13,13,13,-1.0,False,VIP,False,False,False,False,False,1.0,False,False,Технические работы,False,False,Низкий ARPU,False
2023-06-14,15,15,2.0,False,VIP,False,False,Некачественный сервис,False,False,False,False,False,Технические работы,False,False,Высокий ARPU,False
2023-06-15,9,9,-6.0,Обычный,Обычный,Обычный,False,Ошибка в счёте,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-06-16,14,14,5.0,False,VIP,False,False,Ошибка в счёте,False,False,0.0,False,False,Технические работы,False,False,Низкий ARPU,False
2023-06-17,16,16,2.0,False,False,False,False,Ошибка в счёте,False,False,1.0,False,False,Технические работы,False,False,Высокий ARPU,False
2023-06-18,15,15,-1.0,False,VIP,False,False,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-06-19,16,16,1.0,False,False,False,False,Проблема с сетью,False,False,0.0,False,False,Технические работы,False,False,Высокий ARPU,False
2023-06-20,21,21,5.0,Обычный,VIP,False,False,False,False,False,False,False,False,False,False,Высокий ARPU,Низкий ARPU,False
2023-06-21,13,13,-8.0,Обычный,Обычный,Обычный,False,Некачественный сервис,False,0.0,0.0,0.0,False,Поломка оборудования,False,Высокий ARPU,Высокий ARPU,Высокий ARPU
2023-06-22,22,22,9.0,Обычный,VIP,False,False,Некачественный сервис,False,False,False,False,False,False,False,False,False,False
2023-06-23,12,12,-10.0,False,VIP,False,False,Некачественный сервис,False,False,0.0,False,Технические работы,Поломка оборудования,False,False,Низкий ARPU,False
2023-06-24,12,12,0.0,False,False,False,False,Ошибка в счёте,False,False,1.0,False,False,Поломка оборудования,False,False,False,False
2023-06-25,9,9,-3.0,False,VIP,False,False,Некачественный сервис,False,False,0.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-06-26,8,8,-1.0,False,False,False,False,False,False,False,1.0,False,False,Поломка оборудования,False,False,False,False
2023-06-27,10,10,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-06-28,16,16,6.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-06-29,18,18,2.0,False,False,False,False,Проблема с сетью,False,False,False,False,False,Технические работы,False,False,Низкий ARPU,False
2023-06-30,4,4,-14.0,VIP,VIP,VIP,Некачественный сервис,Ошибка в счёте,False,1.0,0.0,False,Поломка оборудования,Поломка оборудования,Поломка оборудования,Высокий ARPU,Низкий ARPU,False
2023-07-01,12,12,8.0,False,False,False,False,Некачественный сервис,False,1.0,False,False,Технические работы,False,False,Высокий ARPU,Низкий ARPU,False
2023-07-02,9,9,-3.0,False,False,False,False,Проблема с сетью,False,False,1.0,False,False,Технические работы,False,False,False,False
2023-07-03,17,17,8.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-07-04,14,14,-3.0,False,Обычный,False,False,Некачественный сервис,False,False,False,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-07-05,11,11,-3.0,False,Обычный,False,False,False,False,False,False,False,False,Технические работы,False,False,False,False
2023-07-06,15,15,4.0,False,False,False,False,Проблема с сетью,False,False,False,False,False,False,False,False,False,False
2023-07-07,14,14,-1.0,False,VIP,False,False,Некачественный сервис,False,False,0.0,False,False,Технические работы,False,False,Высокий ARPU,False
2023-07-08,13,13,-1.0,False,VIP,False,False,Некачественный сервис,False,False,1.0,False,False,Поломка оборудования,False,False,Низкий ARPU,False
2023-07-09,14,14,1.0,False,VIP,False,False,Проблема с сетью,False,False,0.0,False,False,Технические работы,False,False,Высокий ARPU,False
2023-07-10,16,16,2.0,False,VIP,False,False,Ошибка в счёте,False,False,0.0,False,False,Технические работы,False,False,Высокий ARPU,False
2023-07-11,6,6,-10.0,False,VIP,False,False,Некачественный сервис,False,1.0,1.0,1.0,False,Поломка оборудования,False,Низкий ARPU,Низкий ARPU,Низкий ARPU
2023-07-12,20,20,14.0,VIP,False,False,Некачественный сервис,False,False,False,False,False,Технические работы,False,False,Высокий ARPU,False,False
2023-07-13,15,15,-5.0,False,VIP,False,False,Проблема с сетью,False,False,False,False,Технические работы,Технические работы,Технические работы,False,Высокий ARPU,False
2023-07-14,14,14,-1.0,False,Обычный,False,False,Ошибка в счёте,False,False,False,False,False,Поломка оборудования,False,False,False,False
2023-07-15,19,19,5.0,False,Обычный,False,False,False,False,False,0.0,False,False,False,False,False,False,False
2023-07-16,10,10,-9.0,VIP,VIP,VIP,False,Ошибка в счёте,False,False,1.0,False,False,Поломка оборудования,False,Низкий ARPU,Низкий ARPU,Низкий ARPU
2023-07-17,22,22,12.0,Обычный,False,False,False,False,False,1.0,False,False,Технические работы,False,False,Высокий ARPU,False,False
2023-07-18,17,17,-5.0,False,VIP,False,False,Некачественный сервис,False,False,0.0,False,False,Технические работы,False,False,Низкий ARPU,False
